Estimates of Group Quarter Population for Census Tracts,,,,,,,,,,,,,,,,,,,,,,,,
"Washington State Office of Financial Management, Small Area Estimate Program (SAEP)",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
By using these data the user agrees that the Washington State Office of Financial Management shall not be liable for any activity involving these data with regard to lost profits,,,,,,,,,,,,,,,,,,,,,,,,
"or savings or any other consequential damages; or the fitness for use of the data for a particular purpose; or the installation of the data, its use, or the results obtained.",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates are approximations, use these data with caution. The estimates in these tables are typically presented for very small areas. To increase statistical stability,",,,,,,,,,,,,,,,,,,,,,,,,
"we recommend that users aggregate small area populations into larger geographic units of about 4,300 people, the size of the average census tract. Some changes",,,,,,,,,,,,,,,,,,,,,,,,
to the 2020 census data were made to ensure reliability. This table includes the 2020 census data from the Public Law 94-171 and OFM’s adjusted 2020 figures,,,,,,,,,,,,,,,,,,,,,,,,
so users can compare the values. All estimates are based on OFM adjusted figures. See the SAEP User Guide for more information.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
County Name,State Code FIPS,County Code FIPS,Census Tract Code,Census Tract Code Complete,SAEP Version,Estimated Group Quarters Population 2010,Estimated Group Quarters Population 2011,Estimated Group Quarters Population 2012,Estimated Group Quarters Population 2013,Estimated Group Quarters Population 2014,Estimated Group Quarters Population 2015,Estimated Group Quarters Population 2016,Estimated Group Quarters Population 2017,Estimated Group Quarters Population 2018,Estimated Group Quarters Population 2019,2020 Census (P.L. 94-171) Group Quarters Population,OFM Adjusted Group Quarter Population 2020,Estimated Group Quarter Population 2021,Estimated Group Quarter Population 2022,Estimated Group Quarter Population 2023,Estimated Group Quarter Population 2024,Estimated Group Quarter Population 2025,Numeric Change in Group Quarters Population 2020 to 2025,Percent Change in GQ Population 2020 to 2025
King,53,033,025601,53033025601,"October 3, 2025",4,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,025602,53033025602,"October 3, 2025",6,7,9,10,12,13,14,15,17,18,19,19,19,19,19,19,19,0,0.00%
King,53,033,025702,53033025702,"October 3, 2025",17,19,20,22,23,24,26,27,29,30,31,31,31,31,31,31,31,0,0.00%
King,53,033,025703,53033025703,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,025704,53033025704,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,025803,53033025803,"October 3, 2025",15,15,15,16,16,15,15,15,15,15,15,15,15,15,15,15,15,0,0.00%
King,53,033,025804,53033025804,"October 3, 2025",22,21,21,21,20,19,18,17,17,16,15,15,15,15,15,15,15,0,0.00%
King,53,033,025805,53033025805,"October 3, 2025",23,23,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,0,0.00%
King,53,033,025806,53033025806,"October 3, 2025",41,41,42,42,42,41,41,41,41,41,40,40,40,40,40,40,40,0,0.00%
King,53,033,026001,53033026001,"October 3, 2025",64,61,59,56,53,49,46,42,39,36,32,32,32,32,32,32,32,0,0.00%
King,53,033,026003,53033026003,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,026004,53033026004,"October 3, 2025",87,88,90,91,92,90,90,76,76,77,75,75,75,75,75,75,75,0,0.00%
King,53,033,026101,53033026101,"October 3, 2025",22,22,23,23,23,22,22,22,23,23,22,22,22,61,70,65,69,47,213.64%
King,53,033,026102,53033026102,"October 3, 2025",7,7,8,8,9,9,10,10,10,11,11,11,11,11,11,11,11,0,0.00%
King,53,033,026200,53033026200,"October 3, 2025",6,6,5,5,5,4,4,3,3,2,12,12,12,39,161,149,150,138,1150.00%
King,53,033,026300,53033026300,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,026400,53033026400,"October 3, 2025",18,25,32,39,47,52,59,66,73,80,85,85,85,85,85,85,85,0,0.00%
King,53,033,026500,53033026500,"October 3, 2025",66,64,62,59,56,52,49,46,45,41,36,36,36,36,44,49,81,45,123.64%
King,53,033,026600,53033026600,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,026700,53033026700,"October 3, 2025",50,80,76,81,78,80,77,76,74,74,71,71,81,56,47,62,60,-11,-15.49%
King,53,033,026801,53033026801,"October 3, 2025",8,9,11,12,13,14,15,17,18,19,20,20,20,20,20,20,20,0,0.00%
King,53,033,026802,53033026802,"October 3, 2025",18,28,38,48,58,66,76,86,96,106,113,113,113,113,113,113,113,0,0.00%
King,53,033,027000,53033027000,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,027100,53033027100,"October 3, 2025",128,170,176,177,185,179,181,180,181,186,182,182,166,173,180,248,233,51,28.02%
King,53,033,027200,53033027200,"October 3, 2025",13,15,17,19,21,22,24,25,27,29,35,35,35,35,35,35,35,0,0.00%
King,53,033,027300,53033027300,"October 3, 2025",119,110,102,93,83,71,62,52,42,33,22,22,22,22,53,57,66,44,200.00%
King,53,033,027400,53033027400,"October 3, 2025",23,24,26,27,28,28,30,31,32,33,33,33,33,33,33,33,33,0,0.00%
King,53,033,027500,53033027500,"October 3, 2025",144,148,155,153,130,154,169,169,168,168,165,165,136,148,150,148,137,-28,-16.97%
King,53,033,027600,53033027600,"October 3, 2025",68,62,57,51,44,37,30,24,17,11,4,4,4,4,4,4,4,0,0.00%
King,53,033,027701,53033027701,"October 3, 2025",82,80,78,75,72,67,65,62,59,56,51,51,51,51,51,51,51,0,0.00%
King,53,033,027702,53033027702,"October 3, 2025",5,7,8,10,12,13,15,17,18,20,21,21,21,21,21,21,21,0,0.00%
King,53,033,027800,53033027800,"October 3, 2025",3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,027901,53033027901,"October 3, 2025",35,30,22,23,22,32,34,29,18,20,22,22,16,12,12,12,15,-7,-31.82%
King,53,033,027902,53033027902,"October 3, 2025",11,11,11,11,11,11,11,11,123,138,146,146,145,142,142,142,144,-2,-1.37%
King,53,033,028000,53033028000,"October 3, 2025",16,16,16,15,15,14,14,13,13,13,12,12,12,12,12,12,12,0,0.00%
King,53,033,028100,53033028100,"October 3, 2025",32,36,41,45,49,52,56,61,65,69,71,71,71,71,71,71,71,0,0.00%
King,53,033,028200,53033028200,"October 3, 2025",18,19,21,22,23,23,24,26,27,28,28,28,28,28,28,28,28,0,0.00%
King,53,033,028300,53033028300,"October 3, 2025",13,16,18,21,23,25,28,30,33,36,37,37,37,37,37,37,37,0,0.00%
King,53,033,028402,53033028402,"October 3, 2025",27,27,26,26,25,24,23,23,22,21,20,20,20,20,20,20,20,0,0.00%
King,53,033,028403,53033028403,"October 3, 2025",8,16,24,32,40,47,55,63,70,79,84,84,84,84,84,84,84,0,0.00%
King,53,033,028500,53033028500,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,028600,53033028600,"October 3, 2025",0,10,20,31,41,50,61,71,81,92,99,99,99,99,99,99,99,0,0.00%
King,53,033,028700,53033028700,"October 3, 2025",67,67,67,67,67,64,64,63,63,62,60,60,60,60,60,60,60,0,0.00%
King,53,033,028801,53033028801,"October 3, 2025",976,"1,114","1,027","1,082","1,138",997,"1,026","1,069","1,214","1,264","1,251","1,251","1,397","1,264","1,244","1,213","1,070",-181,-14.47%
King,53,033,028802,53033028802,"October 3, 2025",93,98,98,91,94,92,94,82,75,84,83,83,172,179,77,77,68,-15,-18.07%
King,53,033,028901,53033028901,"October 3, 2025",9,10,10,11,11,12,12,13,13,14,14,14,14,14,14,14,14,0,0.00%
King,53,033,028902,53033028902,"October 3, 2025",182,156,145,144,138,137,136,88,89,71,80,80,81,82,80,92,110,30,37.50%
King,53,033,029001,53033029001,"October 3, 2025",95,109,114,102,98,97,96,90,83,79,73,73,70,46,46,46,30,-43,-58.90%
King,53,033,029003,53033029003,"October 3, 2025",63,59,62,63,65,64,39,36,32,29,32,32,32,32,32,32,32,0,0.00%
King,53,033,029004,53033029004,"October 3, 2025",16,16,16,17,17,18,19,20,20,21,22,22,22,22,22,22,22,0,-0.52%
King,53,033,029101,53033029101,"October 3, 2025",0,2,3,5,7,9,10,12,14,16,17,17,17,17,17,17,17,0,0.00%
King,53,033,029102,53033029102,"October 3, 2025",83,85,88,90,91,90,92,94,95,97,89,89,88,88,89,88,89,0,-0.52%
King,53,033,029203,53033029203,"October 3, 2025",682,759,733,715,690,645,633,627,642,682,621,621,714,583,534,603,628,7,1.08%
King,53,033,029205,53033029205,"October 3, 2025",0,0,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,0,-0.53%
King,53,033,029206,53033029206,"October 3, 2025",8,14,21,28,34,40,46,53,59,66,70,70,69,69,70,70,70,0,-0.52%
King,53,033,029207,53033029207,"October 3, 2025",42,42,41,41,40,39,38,37,36,36,34,34,34,34,34,34,34,0,-0.52%
King,53,033,029208,53033029208,"October 3, 2025",8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,0,-0.51%
King,53,033,029304,53033029304,"October 3, 2025",11,12,13,14,16,16,17,18,19,21,21,21,21,21,21,21,21,0,0.00%
King,53,033,029305,53033029305,"October 3, 2025",67,64,61,58,54,49,46,42,38,35,30,30,30,30,30,30,30,0,-0.38%
King,53,033,029306,53033029306,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,029307,53033029307,"October 3, 2025",7,9,11,14,16,18,20,22,24,27,28,28,28,28,28,28,28,0,0.00%
King,53,033,029308,53033029308,"October 3, 2025",37,36,36,35,34,32,31,30,29,28,26,26,26,26,26,26,26,0,0.00%
King,53,033,029309,53033029309,"October 3, 2025",94,93,93,93,92,88,87,67,65,64,61,61,61,61,61,66,69,8,13.11%
King,53,033,029403,53033029403,"October 3, 2025",42,44,46,48,49,49,51,52,54,55,55,55,54,54,55,55,55,0,-0.52%
King,53,033,029405,53033029405,"October 3, 2025",33,31,30,28,26,23,21,19,17,14,12,12,12,12,12,12,12,0,-0.53%
King,53,033,029406,53033029406,"October 3, 2025",29,31,34,36,38,39,41,43,45,47,48,48,47,47,48,48,48,0,-0.52%
King,53,033,029407,53033029407,"October 3, 2025",148,224,218,204,193,174,162,150,135,111,107,107,96,99,100,108,108,1,1.34%
King,53,033,029408,53033029408,"October 3, 2025",0,1,1,2,3,4,4,5,6,6,7,7,7,7,7,7,7,0,-0.51%
King,53,033,029504,53033029504,"October 3, 2025",51,52,54,55,56,56,57,58,59,60,59,59,58,58,59,59,59,0,-0.52%
King,53,033,029505,53033029505,"October 3, 2025",6,7,8,9,10,11,12,13,14,14,15,15,15,15,15,15,15,0,-0.52%
King,53,033,029506,53033029506,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,029507,53033029507,"October 3, 2025",31,33,34,36,38,38,40,41,42,44,44,44,43,43,44,44,44,0,-0.52%
King,53,033,029508,53033029508,"October 3, 2025",19,19,20,20,21,20,21,21,21,21,21,21,21,21,21,21,21,0,-0.52%
King,53,033,029602,53033029602,"October 3, 2025",4,5,7,8,10,11,13,14,16,17,18,18,18,18,18,18,18,0,0.00%
King,53,033,029603,53033029603,"October 3, 2025",33,35,37,39,41,42,44,46,48,50,50,50,49,49,50,50,50,0,-0.52%
King,53,033,029604,53033029604,"October 3, 2025",38,39,39,40,40,40,40,40,41,41,40,40,39,39,40,40,40,0,-0.51%
King,53,033,029701,53033029701,"October 3, 2025",166,155,145,134,121,106,94,82,69,57,43,43,42,42,43,43,43,0,-0.52%
King,53,033,029702,53033029702,"October 3, 2025",134,122,137,102,83,55,70,62,97,8,8,8,8,8,8,8,8,0,-0.52%
King,53,033,029803,53033029803,"October 3, 2025",14,14,14,13,13,12,12,11,11,11,10,10,10,10,10,10,10,0,-0.52%
King,53,033,029804,53033029804,"October 3, 2025",15,17,18,20,22,23,24,26,28,29,30,30,30,30,30,30,30,0,-0.52%
King,53,033,029805,53033029805,"October 3, 2025",36,40,44,48,52,54,58,62,65,69,71,71,71,71,71,71,71,0,0.00%
King,53,033,029806,53033029806,"October 3, 2025",27,26,25,24,22,20,19,18,16,15,13,13,13,13,13,13,13,0,0.00%
King,53,033,029901,53033029901,"October 3, 2025",1,3,5,6,8,10,11,13,15,17,18,18,18,18,18,18,18,0,0.00%
King,53,033,029902,53033029902,"October 3, 2025",1,2,3,5,6,7,8,10,11,12,13,13,13,13,13,13,13,0,0.00%
King,53,033,030003,53033030003,"October 3, 2025",34,36,38,40,42,43,44,46,48,50,50,50,50,50,50,50,50,0,-0.20%
King,53,033,030005,53033030005,"October 3, 2025",4,9,14,19,24,28,33,38,43,49,52,52,52,52,52,52,52,0,0.00%
King,53,033,030006,53033030006,"October 3, 2025",37,40,44,47,51,52,55,59,62,70,79,79,79,79,79,79,79,0,0.00%
King,53,033,030007,53033030007,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,030008,53033030008,"October 3, 2025",9,8,8,7,6,5,4,3,3,2,1,1,1,1,1,1,1,0,0.00%
King,53,033,030101,53033030101,"October 3, 2025",21,20,20,19,19,17,17,16,15,14,13,13,13,13,13,13,13,0,0.00%
King,53,033,030102,53033030102,"October 3, 2025",11,11,11,10,10,10,9,9,9,9,8,8,8,8,8,8,8,0,0.00%
King,53,033,030201,53033030201,"October 3, 2025",32,32,32,32,32,30,30,30,29,29,28,28,34,34,38,38,38,10,35.71%
King,53,033,030203,53033030203,"October 3, 2025",45,46,48,50,51,51,52,53,54,56,55,55,55,55,55,55,55,0,0.00%
King,53,033,030204,53033030204,"October 3, 2025",156,157,154,137,188,187,195,179,179,201,213,213,212,212,210,210,210,-3,-1.41%
King,53,033,030304,53033030304,"October 3, 2025",5,6,7,9,10,11,12,13,14,15,17,17,17,17,17,17,17,0,0.00%
King,53,033,030305,53033030305,"October 3, 2025",26,24,23,21,19,16,14,12,10,8,6,6,6,6,6,6,6,0,0.00%
King,53,033,030306,53033030306,"October 3, 2025",33,32,32,31,30,28,28,27,26,25,23,23,23,23,23,23,23,0,0.00%
King,53,033,030308,53033030308,"October 3, 2025",4,5,6,6,7,8,8,9,10,11,11,11,11,11,11,11,11,0,0.00%
King,53,033,030309,53033030309,"October 3, 2025",107,115,115,115,117,112,102,105,97,108,105,105,76,76,97,97,97,-8,-7.62%
King,53,033,030310,53033030310,"October 3, 2025",6,7,7,8,8,9,9,10,10,11,11,11,11,11,11,11,11,0,0.00%
King,53,033,030311,53033030311,"October 3, 2025",43,44,45,46,46,46,46,47,47,48,47,47,47,47,47,47,47,0,0.00%
King,53,033,030312,53033030312,"October 3, 2025",14,15,17,18,20,20,22,23,24,25,26,26,26,26,26,26,26,0,0.00%
King,53,033,030313,53033030313,"October 3, 2025",113,123,138,146,139,157,165,167,164,131,232,232,264,264,269,269,269,37,15.95%
King,53,033,030314,53033030314,"October 3, 2025",160,169,136,137,152,139,170,162,169,167,163,163,306,306,294,294,294,131,80.37%
King,53,033,030403,53033030403,"October 3, 2025",5,17,29,42,54,65,95,119,133,148,123,123,123,123,123,123,123,0,0.00%
King,53,033,030404,53033030404,"October 3, 2025",21,22,23,24,25,25,26,26,27,28,28,28,28,28,28,28,28,0,0.00%
King,53,033,030405,53033030405,"October 3, 2025",5,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
King,53,033,030406,53033030406,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,030407,53033030407,"October 3, 2025",0,2,5,7,10,12,15,17,20,22,24,24,24,24,24,24,24,0,0.00%
King,53,033,030501,53033030501,"October 3, 2025",133,136,140,143,145,143,145,147,155,158,153,153,153,153,237,237,239,86,56.21%
King,53,033,030503,53033030503,"October 3, 2025",69,102,120,140,158,169,186,205,224,244,256,256,256,256,256,256,256,0,0.00%
King,53,033,030504,53033030504,"October 3, 2025",13,12,12,11,10,9,8,8,7,6,5,5,5,5,5,5,5,0,0.00%
King,53,033,030600,53033030600,"October 3, 2025",77,71,65,59,52,44,38,31,24,17,14,14,14,14,14,14,14,0,0.00%
King,53,033,030700,53033030700,"October 3, 2025",84,73,77,75,76,61,65,62,57,54,50,50,50,50,50,50,50,0,0.00%
King,53,033,030801,53033030801,"October 3, 2025",140,142,133,130,132,121,120,115,94,89,82,82,82,82,82,82,82,0,0.00%
King,53,033,030802,53033030802,"October 3, 2025",5,7,8,10,11,13,14,16,17,19,20,20,20,20,20,20,20,0,0.00%
King,53,033,030901,53033030901,"October 3, 2025",10,10,11,12,12,12,13,13,14,14,14,14,14,14,14,14,14,0,0.00%
King,53,033,030902,53033030902,"October 3, 2025",73,68,64,59,53,47,41,36,30,25,19,19,19,19,19,19,19,0,0.00%
King,53,033,031000,53033031000,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031101,53033031101,"October 3, 2025",20,20,21,21,22,21,22,22,22,22,22,22,22,22,22,22,22,0,0.00%
King,53,033,031102,53033031102,"October 3, 2025",23,21,19,18,16,13,11,9,7,5,3,3,3,3,3,3,3,0,0.00%
King,53,033,031202,53033031202,"October 3, 2025",119,121,125,127,129,127,129,131,132,134,132,132,132,132,132,132,132,0,0.00%
King,53,033,031204,53033031204,"October 3, 2025",12,13,14,16,17,17,18,19,20,22,22,22,22,22,22,22,22,0,0.00%
King,53,033,031206,53033031206,"October 3, 2025",5,23,42,61,82,100,120,141,161,192,205,205,17,187,186,213,217,12,5.85%
King,53,033,031207,53033031207,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031208,53033031208,"October 3, 2025",0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0.00%
King,53,033,031301,53033031301,"October 3, 2025",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0.00%
King,53,033,031302,53033031302,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031400,53033031400,"October 3, 2025",92,85,103,102,103,98,87,85,98,93,89,89,61,60,60,76,79,-10,-11.24%
King,53,033,031501,53033031501,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031502,53033031502,"October 3, 2025",2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031601,53033031601,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031603,53033031603,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031604,53033031604,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031605,53033031605,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031704,53033031704,"October 3, 2025",16,22,29,36,43,48,55,61,68,75,79,79,78,78,79,78,79,0,-0.52%
King,53,033,031705,53033031705,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031707,53033031707,"October 3, 2025",9,10,10,11,12,12,13,13,14,15,15,15,15,15,15,15,15,0,0.00%
King,53,033,031708,53033031708,"October 3, 2025",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,-0.50%
King,53,033,031709,53033031709,"October 3, 2025",14,14,13,13,12,11,11,10,9,9,8,8,8,8,8,8,8,0,0.00%
King,53,033,031710,53033031710,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,7,12,28,48,54,54,0.00%
King,53,033,031800,53033031800,"October 3, 2025",19,18,18,17,16,15,14,13,12,11,10,10,10,10,10,10,10,0,-0.52%
King,53,033,031904,53033031904,"October 3, 2025",6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
King,53,033,031906,53033031906,"October 3, 2025",14,13,13,12,11,10,9,9,8,7,6,6,6,6,6,6,6,0,0.00%
King,53,033,031908,53033031908,"October 3, 2025",9,11,13,15,17,19,21,23,25,27,28,28,28,28,28,28,28,0,0.00%
King,53,033,031909,53033031909,"October 3, 2025",16,16,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,0,0.00%
King,53,033,031910,53033031910,"October 3, 2025",14,15,15,16,17,17,17,18,18,19,19,19,19,19,19,19,19,0,0.00%
King,53,033,031911,53033031911,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,031912,53033031912,"October 3, 2025",0,1,3,4,5,7,8,9,11,12,13,13,13,13,13,13,13,0,0.00%
King,53,033,031913,53033031913,"October 3, 2025",14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,0,0.00%
King,53,033,032002,53033032002,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032003,53033032003,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032005,53033032005,"October 3, 2025",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0.00%
King,53,033,032006,53033032006,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032007,53033032007,"October 3, 2025",0,1,2,3,4,5,6,6,7,8,9,9,9,9,9,9,9,0,0.00%
King,53,033,032008,53033032008,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032010,53033032010,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032011,53033032011,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032102,53033032102,"October 3, 2025",21,21,21,20,20,19,19,19,18,18,17,17,17,17,17,17,17,0,0.00%
King,53,033,032103,53033032103,"October 3, 2025",106,120,136,137,116,114,129,133,134,146,139,139,162,137,129,121,115,-24,-17.27%
King,53,033,032104,53033032104,"October 3, 2025",233,257,255,255,210,155,180,186,179,161,112,112,132,120,120,112,122,10,8.93%
King,53,033,032207,53033032207,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032211,53033032211,"October 3, 2025",7,8,8,9,10,10,11,11,12,13,13,13,13,13,13,13,13,0,0.00%
King,53,033,032213,53033032213,"October 3, 2025",5,6,7,8,9,9,10,11,12,13,13,13,13,13,13,13,13,0,0.00%
King,53,033,032215,53033032215,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032216,53033032216,"October 3, 2025",0,1,3,4,6,7,9,10,11,13,14,14,14,14,14,14,14,0,0.00%
King,53,033,032217,53033032217,"October 3, 2025",32,30,29,27,25,22,20,18,16,14,12,12,12,12,12,12,12,0,0.00%
King,53,033,032218,53033032218,"October 3, 2025",138,179,173,197,164,122,133,143,151,161,163,163,158,176,190,208,189,26,15.95%
King,53,033,032219,53033032219,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032220,53033032220,"October 3, 2025",0,2,5,7,9,11,14,16,60,69,72,72,54,62,62,51,52,-20,-27.78%
King,53,033,032221,53033032221,"October 3, 2025",6,7,8,8,9,10,10,11,12,13,13,13,13,13,13,13,13,0,0.00%
King,53,033,032222,53033032222,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032223,53033032223,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032224,53033032224,"October 3, 2025",7,9,11,13,14,16,18,19,21,23,24,24,24,24,24,24,24,0,0.00%
King,53,033,032225,53033032225,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032307,53033032307,"October 3, 2025",2,4,5,7,9,10,12,13,15,17,18,18,18,18,18,18,18,0,0.00%
King,53,033,032311,53033032311,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032313,53033032313,"October 3, 2025",1,1,2,2,3,3,3,4,4,5,5,5,5,5,5,5,5,0,0.00%
King,53,033,032315,53033032315,"October 3, 2025",0,1,3,4,6,7,9,10,11,13,14,14,14,14,14,14,14,0,0.00%
King,53,033,032316,53033032316,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032317,53033032317,"October 3, 2025",16,17,17,18,18,18,19,19,20,20,20,20,20,20,20,20,20,0,0.00%
King,53,033,032318,53033032318,"October 3, 2025",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0.00%
King,53,033,032319,53033032319,"October 3, 2025",22,21,21,20,19,17,16,15,14,13,12,12,12,12,12,12,12,0,0.00%
King,53,033,032320,53033032320,"October 3, 2025",22,23,23,24,25,24,25,25,26,26,26,26,26,26,26,26,26,0,0.00%
King,53,033,032321,53033032321,"October 3, 2025",47,48,50,52,53,53,54,55,56,58,57,57,57,57,57,57,57,0,0.00%
King,53,033,032322,53033032322,"October 3, 2025",5,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
King,53,033,032323,53033032323,"October 3, 2025",49,58,65,81,85,100,107,130,139,112,118,118,118,136,137,130,130,12,10.17%
King,53,033,032324,53033032324,"October 3, 2025",9,10,12,14,15,16,18,19,21,22,23,23,23,23,23,23,23,0,0.00%
King,53,033,032325,53033032325,"October 3, 2025",46,45,43,42,40,38,36,34,32,31,28,28,28,28,28,28,28,0,0.00%
King,53,033,032326,53033032326,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032327,53033032327,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032328,53033032328,"October 3, 2025",7,7,8,8,9,9,10,10,10,11,11,11,11,11,11,11,11,0,0.00%
King,53,033,032330,53033032330,"October 3, 2025",113,91,85,77,64,72,65,69,67,60,56,56,56,46,45,45,45,-11,-19.64%
King,53,033,032331,53033032331,"October 3, 2025",13,12,11,10,9,7,6,5,4,3,0,0,0,0,0,0,0,0,0.00%
King,53,033,032332,53033032332,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032333,53033032333,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032401,53033032401,"October 3, 2025",55,51,48,44,40,34,29,23,19,5,0,0,0,0,0,0,0,0,0.00%
King,53,033,032402,53033032402,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032500,53033032500,"October 3, 2025",2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032601,53033032601,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032603,53033032603,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
King,53,033,032604,53033032604,"October 3, 2025",126,161,160,153,154,122,121,110,109,80,92,92,73,57,76,92,89,-3,-3.26%
