Estimates of Group Quarter Population for Census Tracts,,,,,,,,,,,,,,,,,,,,,,,,
"Washington State Office of Financial Management, Small Area Estimate Program (SAEP)",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
By using these data the user agrees that the Washington State Office of Financial Management shall not be liable for any activity involving these data with regard to lost profits,,,,,,,,,,,,,,,,,,,,,,,,
"or savings or any other consequential damages; or the fitness for use of the data for a particular purpose; or the installation of the data, its use, or the results obtained.",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates are approximations, use these data with caution. The estimates in these tables are typically presented for very small areas. To increase statistical stability,",,,,,,,,,,,,,,,,,,,,,,,,
"we recommend that users aggregate small area populations into larger geographic units of about 4,300 people, the size of the average census tract. Some changes",,,,,,,,,,,,,,,,,,,,,,,,
to the 2020 census data were made to ensure reliability. This table includes the 2020 census data from the Public Law 94-171 and OFM’s adjusted 2020 figures,,,,,,,,,,,,,,,,,,,,,,,,
so users can compare the values. All estimates are based on OFM adjusted figures. See the SAEP User Guide for more information.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
County Name,State Code FIPS,County Code FIPS,Census Tract Code,Census Tract Code Complete,SAEP Version,Estimated Group Quarters Population 2010,Estimated Group Quarters Population 2011,Estimated Group Quarters Population 2012,Estimated Group Quarters Population 2013,Estimated Group Quarters Population 2014,Estimated Group Quarters Population 2015,Estimated Group Quarters Population 2016,Estimated Group Quarters Population 2017,Estimated Group Quarters Population 2018,Estimated Group Quarters Population 2019,2020 Census (P.L. 94-171) Group Quarters Population,OFM Adjusted Group Quarter Population 2020,Estimated Group Quarter Population 2021,Estimated Group Quarter Population 2022,Estimated Group Quarter Population 2023,Estimated Group Quarter Population 2024,Estimated Group Quarter Population 2025,Numeric Change in Group Quarters Population 2020 to 2025,Percent Change in GQ Population 2020 to 2025
Snohomish,53,061,052008,53061052008,"October 3, 2025",14,13,11,10,8,7,6,4,3,1,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052009,53061052009,"October 3, 2025",3,4,5,6,7,8,9,10,11,12,13,13,13,13,13,13,13,0,0.00%
Snohomish,53,061,052010,53061052010,"October 3, 2025",8,9,11,12,13,15,16,17,19,20,21,21,21,21,21,21,21,0,0.00%
Snohomish,53,061,052104,53061052104,"October 3, 2025",6,5,5,4,4,3,2,2,1,1,18,18,18,18,18,18,18,0,-1.78%
Snohomish,53,061,052105,53061052105,"October 3, 2025",2,2,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,0,0.00%
Snohomish,53,061,052107,53061052107,"October 3, 2025",3,4,5,6,7,9,10,11,12,13,14,14,14,14,14,14,14,0,0.00%
Snohomish,53,061,052108,53061052108,"October 3, 2025",6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052112,53061052112,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052113,53061052113,"October 3, 2025",0,1,2,3,4,6,7,8,9,10,11,11,11,11,11,11,11,0,0.00%
Snohomish,53,061,052114,53061052114,"October 3, 2025",5,7,9,10,12,14,16,18,20,22,23,23,23,23,23,23,23,0,0.00%
Snohomish,53,061,052119,53061052119,"October 3, 2025",0,1,1,2,2,3,3,4,4,5,5,5,5,5,5,5,5,0,0.00%
Snohomish,53,061,052120,53061052120,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052121,53061052121,"October 3, 2025",5,5,4,4,3,3,3,2,2,1,1,1,1,1,1,1,1,0,0.00%
Snohomish,53,061,052122,53061052122,"October 3, 2025",6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052203,53061052203,"October 3, 2025",4,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052204,53061052204,"October 3, 2025",0,2,4,5,7,9,11,13,15,17,18,18,18,18,18,18,18,0,0.00%
Snohomish,53,061,052206,53061052206,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052207,53061052207,"October 3, 2025",60,58,57,56,54,53,52,50,49,48,45,45,45,45,45,45,45,0,0.00%
Snohomish,53,061,052208,53061052208,"October 3, 2025",80,80,81,81,81,82,82,77,83,84,77,77,61,63,63,73,78,1,1.30%
Snohomish,53,061,052210,53061052210,"October 3, 2025",66,61,57,53,48,44,40,35,30,26,21,21,21,21,21,21,21,0,0.00%
Snohomish,53,061,052211,53061052211,"October 3, 2025","2,463","2,430","2,405","2,507","2,541","2,437","2,475","2,385","2,460","2,522","2,458","2,458","2,051","1,520","1,387","1,443","1,421","-1,037",-42.19%
Snohomish,53,061,052301,53061052301,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052302,53061052302,"October 3, 2025",5,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052401,53061052401,"October 3, 2025",267,255,250,256,257,249,245,216,218,222,213,213,98,99,99,99,89,-124,-58.21%
Snohomish,53,061,052402,53061052402,"October 3, 2025",45,41,37,34,30,26,23,19,15,11,7,7,5,5,5,5,5,-2,-23.91%
Snohomish,53,061,052502,53061052502,"October 3, 2025",9,9,10,11,11,12,12,13,13,14,14,14,11,11,11,11,11,-3,-23.91%
Snohomish,53,061,052504,53061052504,"October 3, 2025",8,7,6,6,5,4,3,2,2,1,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052505,53061052505,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052506,53061052506,"October 3, 2025",10,11,11,12,12,13,13,14,14,15,15,15,15,15,15,15,15,0,0.00%
Snohomish,53,061,052603,53061052603,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052604,53061052604,"October 3, 2025",13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,0,0.00%
Snohomish,53,061,052605,53061052605,"October 3, 2025",6,13,19,26,33,40,47,54,60,68,73,73,73,59,68,66,66,-7,-9.59%
Snohomish,53,061,052606,53061052606,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052607,53061052607,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052701,53061052701,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052706,53061052706,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052707,53061052707,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052708,53061052708,"October 3, 2025",30,28,26,24,22,20,18,16,13,11,9,9,9,9,9,9,9,0,0.00%
Snohomish,53,061,052709,53061052709,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052710,53061052710,"October 3, 2025",17,17,17,17,17,17,17,17,16,17,16,16,16,16,16,16,16,0,0.00%
Snohomish,53,061,052711,53061052711,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052803,53061052803,"October 3, 2025",7,8,9,10,11,13,14,15,16,17,18,18,18,18,18,18,18,0,0.00%
Snohomish,53,061,052805,53061052805,"October 3, 2025",53,47,53,58,63,69,75,81,86,92,95,95,150,158,159,147,147,52,54.74%
Snohomish,53,061,052807,53061052807,"October 3, 2025",179,162,146,129,113,97,81,64,47,31,13,13,13,13,13,13,13,0,0.00%
Snohomish,53,061,052808,53061052808,"October 3, 2025",32,32,33,33,33,34,34,35,35,36,35,35,35,35,35,35,35,0,0.00%
Snohomish,53,061,052809,53061052809,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,052810,53061052810,"October 3, 2025",16,15,14,13,12,11,10,9,8,7,6,6,6,6,6,6,6,0,0.00%
Snohomish,53,061,052903,53061052903,"October 3, 2025",116,114,112,158,159,158,145,147,143,152,127,127,129,123,131,146,145,18,14.17%
Snohomish,53,061,052904,53061052904,"October 3, 2025",0,1,2,3,4,5,6,6,7,8,9,9,9,9,9,9,9,0,0.00%
Snohomish,53,061,052905,53061052905,"October 3, 2025",128,125,122,115,99,97,104,99,100,104,70,70,48,61,71,73,78,8,11.43%
Snohomish,53,061,052906,53061052906,"October 3, 2025",17,17,17,18,18,18,19,19,19,19,19,19,19,19,19,19,19,0,0.00%
Snohomish,53,061,053101,53061053101,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,053102,53061053102,"October 3, 2025",0,1,3,4,6,7,9,10,11,13,14,14,14,14,14,14,14,0,0.00%
Snohomish,53,061,053201,53061053201,"October 3, 2025",77,77,77,77,78,79,79,79,79,80,78,78,78,78,78,78,78,0,0.00%
Snohomish,53,061,053202,53061053202,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,053301,53061053301,"October 3, 2025",152,147,191,201,205,235,253,235,237,275,264,264,264,266,266,266,266,2,0.76%
Snohomish,53,061,053302,53061053302,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,053400,53061053400,"October 3, 2025",11,11,10,9,9,8,8,7,6,6,5,5,5,5,5,5,5,0,0.00%
Snohomish,53,061,053505,53061053505,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,053506,53061053506,"October 3, 2025",5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,0,0.00%
Snohomish,53,061,053507,53061053507,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,053508,53061053508,"October 3, 2025",64,64,71,61,61,59,76,50,45,53,51,51,51,51,51,51,51,0,0.00%
Snohomish,53,061,053509,53061053509,"October 3, 2025",70,64,58,52,46,40,34,28,21,16,9,9,9,9,9,9,9,0,0.00%
Snohomish,53,061,053510,53061053510,"October 3, 2025",7,10,13,16,19,22,25,29,31,35,37,37,37,37,37,37,37,0,0.00%
Snohomish,53,061,053511,53061053511,"October 3, 2025",66,60,54,48,42,36,30,24,17,11,5,5,5,5,5,5,5,0,0.00%
Snohomish,53,061,053603,53061053603,"October 3, 2025",2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,053604,53061053604,"October 3, 2025",5,10,16,21,27,32,38,44,49,55,59,59,59,59,59,59,59,0,0.00%
Snohomish,53,061,053605,53061053605,"October 3, 2025",5,6,6,7,7,8,9,9,10,11,11,11,11,11,11,11,11,0,0.00%
Snohomish,53,061,053606,53061053606,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,053700,53061053700,"October 3, 2025",6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,0,0.00%
Snohomish,53,061,053801,53061053801,"October 3, 2025",9,8,7,6,5,5,4,3,2,1,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,053802,53061053802,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,053803,53061053803,"October 3, 2025",20,19,18,17,16,15,14,13,12,11,10,10,10,10,10,10,10,0,0.00%
Snohomish,53,061,940001,53061940001,"October 3, 2025",26,26,25,25,25,25,25,24,24,24,23,23,23,23,23,23,23,0,0.00%
Snohomish,53,061,940002,53061940002,"October 3, 2025",9,11,12,14,15,17,18,20,21,23,24,24,24,24,24,24,24,0,0.00%
Snohomish,53,061,990002,53061990002,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,990100,53061990100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,000201,53063000201,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,000202,53063000202,"October 3, 2025",10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,0,-0.46%
Spokane,53,063,000301,53063000301,"October 3, 2025",4,4,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,000302,53063000302,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,000400,53063000400,"October 3, 2025",92,92,93,97,103,98,87,95,83,83,76,76,76,67,79,67,84,8,10.02%
Spokane,53,063,000500,53063000500,"October 3, 2025",6,7,7,8,9,9,10,10,11,12,12,12,12,12,12,12,12,0,-0.46%
Spokane,53,063,000600,53063000600,"October 3, 2025",4,4,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,000700,53063000700,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,000800,53063000800,"October 3, 2025",119,110,102,119,122,105,107,100,92,89,80,80,92,84,69,75,83,3,3.28%
Spokane,53,063,000900,53063000900,"October 3, 2025",152,141,134,119,130,108,103,109,109,102,96,96,76,81,77,93,113,17,18.21%
Spokane,53,063,001000,53063001000,"October 3, 2025",28,26,23,21,19,15,13,10,8,5,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,001100,53063001100,"October 3, 2025",34,39,52,56,56,65,62,65,72,75,77,77,77,73,124,80,80,3,3.42%
Spokane,53,063,001200,53063001200,"October 3, 2025",10,11,12,13,14,15,16,17,18,19,17,17,17,17,17,17,17,0,-0.46%
Spokane,53,063,001300,53063001300,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,001400,53063001400,"October 3, 2025",23,23,24,24,24,23,23,23,24,24,23,23,23,23,23,23,23,0,-0.46%
Spokane,53,063,001500,53063001500,"October 3, 2025",6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,001600,53063001600,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,001800,53063001800,"October 3, 2025",69,87,103,120,135,133,159,176,191,203,210,210,210,249,272,248,143,-67,-31.74%
Spokane,53,063,001900,53063001900,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,002000,53063002000,"October 3, 2025",6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,002100,53063002100,"October 3, 2025",9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,0,-0.45%
Spokane,53,063,002300,53063002300,"October 3, 2025",126,134,132,163,168,171,162,177,183,181,177,177,182,175,181,192,166,-11,-6.08%
Spokane,53,063,002400,53063002400,"October 3, 2025",698,703,719,774,704,718,707,632,695,680,590,590,571,584,578,604,644,54,9.16%
Spokane,53,063,002501,53063002501,"October 3, 2025",131,143,155,169,181,184,196,206,217,228,233,233,233,233,233,232,232,-1,-0.46%
Spokane,53,063,002502,53063002502,"October 3, 2025",105,120,132,146,173,179,187,205,220,234,240,240,231,243,236,237,231,-9,-3.77%
Spokane,53,063,002503,53063002503,"October 3, 2025","2,860","2,874","2,768","2,747","2,888","2,463","2,588","2,513","2,461","2,333","2,504","2,504","2,036","2,558","2,664","2,532","2,515",11,0.46%
Spokane,53,063,002600,53063002600,"October 3, 2025",5,12,19,26,33,39,46,53,60,67,72,72,72,72,72,72,72,0,-0.46%
Spokane,53,063,002900,53063002900,"October 3, 2025",101,95,92,86,96,86,88,83,77,67,62,62,62,42,46,55,58,-4,-6.88%
Spokane,53,063,003000,53063003000,"October 3, 2025",12,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,0,-0.46%
Spokane,53,063,003100,53063003100,"October 3, 2025",63,64,66,67,68,66,67,68,69,69,68,68,68,68,68,68,68,0,-0.46%
Spokane,53,063,003200,53063003200,"October 3, 2025",434,428,402,374,349,329,299,250,260,240,222,222,192,177,210,242,230,8,3.58%
Spokane,53,063,003500,53063003500,"October 3, 2025",601,671,732,805,889,920,995,"1,053","1,128","1,200","1,312","1,312","1,258","1,266","1,280","1,276","1,294",-18,-1.37%
Spokane,53,063,003601,53063003601,"October 3, 2025",45,45,87,44,44,41,40,40,39,38,36,36,36,36,36,36,36,0,-0.46%
Spokane,53,063,003602,53063003602,"October 3, 2025",72,72,71,72,71,67,66,65,64,63,59,59,59,59,59,59,59,0,-0.46%
Spokane,53,063,003800,53063003800,"October 3, 2025",7,8,9,11,12,13,14,15,16,17,18,18,18,18,18,18,18,0,-0.46%
Spokane,53,063,003900,53063003900,"October 3, 2025",6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,004001,53063004001,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,004002,53063004002,"October 3, 2025",52,51,50,49,48,44,43,41,39,38,57,57,57,57,57,57,57,0,-0.46%
Spokane,53,063,004100,53063004100,"October 3, 2025",11,10,9,8,7,6,4,3,2,1,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,004200,53063004200,"October 3, 2025",11,12,13,14,15,15,16,16,17,18,18,18,18,18,18,18,18,0,-0.46%
Spokane,53,063,004300,53063004300,"October 3, 2025",22,22,23,23,23,22,22,22,23,23,22,22,22,22,22,22,22,0,-0.46%
Spokane,53,063,004400,53063004400,"October 3, 2025",4,4,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,0,-0.50%
Spokane,53,063,004500,53063004500,"October 3, 2025",11,12,13,13,14,14,15,16,16,17,17,17,17,17,17,17,17,0,-0.46%
Spokane,53,063,004601,53063004601,"October 3, 2025",31,59,88,135,171,192,241,241,268,297,320,320,318,321,331,803,790,470,146.99%
Spokane,53,063,004602,53063004602,"October 3, 2025",10,11,12,13,14,14,15,16,17,18,18,18,18,18,18,18,18,0,-0.46%
Spokane,53,063,004701,53063004701,"October 3, 2025",5,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,004702,53063004702,"October 3, 2025",59,79,114,135,164,199,220,321,296,288,301,301,296,259,326,302,248,-53,-17.65%
Spokane,53,063,004800,53063004800,"October 3, 2025",0,4,8,12,16,19,23,26,30,34,37,37,37,37,37,37,37,0,-0.46%
Spokane,53,063,004900,53063004900,"October 3, 2025",41,40,39,38,37,34,33,31,30,28,26,26,26,26,26,26,26,0,-0.21%
Spokane,53,063,005000,53063005000,"October 3, 2025",16,21,27,32,38,42,47,52,57,62,66,66,66,66,66,66,66,0,0.00%
Spokane,53,063,010101,53063010101,"October 3, 2025",0,2,4,6,8,10,12,14,16,18,20,20,20,20,20,20,20,0,0.00%
Spokane,53,063,010102,53063010102,"October 3, 2025",14,13,12,10,9,7,6,4,3,1,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,010201,53063010201,"October 3, 2025",18,16,15,13,11,9,7,6,4,2,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,010203,53063010203,"October 3, 2025",8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,0,0.00%
Spokane,53,063,010204,53063010204,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,010301,53063010301,"October 3, 2025",13,14,15,16,17,17,18,18,19,20,20,20,20,20,20,20,20,0,0.00%
Spokane,53,063,010303,53063010303,"October 3, 2025",12,11,10,9,8,6,5,4,2,1,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,010304,53063010304,"October 3, 2025",31,28,26,23,20,16,13,9,6,3,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,010305,53063010305,"October 3, 2025",37,36,35,33,32,29,27,26,24,22,20,20,20,20,20,20,20,0,0.00%
Spokane,53,063,010401,53063010401,"October 3, 2025","2,184","2,030","1,892","1,712","1,532","2,203","2,190","2,165","2,209","2,157","2,131","2,131","1,768","1,814","1,884","2,014","1,816",-315,-14.78%
Spokane,53,063,010403,53063010403,"October 3, 2025",40,53,66,79,92,101,114,126,139,151,160,160,160,160,160,160,160,0,0.00%
Spokane,53,063,010404,53063010404,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,010504,53063010504,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,010505,53063010505,"October 3, 2025",39,40,40,41,41,40,40,40,40,40,39,39,39,39,39,39,39,0,0.00%
Spokane,53,063,010506,53063010506,"October 3, 2025",30,62,95,130,164,190,223,255,287,320,344,344,344,344,344,344,344,0,0.00%
Spokane,53,063,010507,53063010507,"October 3, 2025",0,2,4,6,8,9,11,13,15,17,18,18,18,18,18,18,18,0,0.00%
Spokane,53,063,010508,53063010508,"October 3, 2025",0,1,3,4,5,7,8,9,11,12,13,13,13,13,13,13,13,0,0.00%
Spokane,53,063,010601,53063010601,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,010603,53063010603,"October 3, 2025",26,25,24,22,21,19,17,16,14,13,11,11,11,11,11,11,11,0,-0.45%
Spokane,53,063,010604,53063010604,"October 3, 2025",12,13,15,16,17,18,19,20,21,22,23,23,23,23,23,23,23,0,-0.46%
Spokane,53,063,010701,53063010701,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,010702,53063010702,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,010800,53063010800,"October 3, 2025",52,54,55,57,58,57,59,59,60,62,61,61,61,61,61,61,295,234,383.46%
Spokane,53,063,010901,53063010901,"October 3, 2025",8,9,9,10,10,10,11,11,11,12,19,19,19,19,19,19,19,0,-0.17%
Spokane,53,063,010902,53063010902,"October 3, 2025","1,210","1,304","1,248","1,266","1,287","1,242","1,184","1,149","1,035","1,107","1,172","1,172",930,966,837,878,900,-272,-23.21%
Spokane,53,063,011000,53063011000,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,011102,53063011102,"October 3, 2025",119,118,105,101,115,104,102,81,88,98,108,108,54,62,81,79,79,-29,-27.19%
Spokane,53,063,011103,53063011103,"October 3, 2025",371,365,346,331,321,286,270,251,228,214,186,186,140,134,128,136,132,-54,-28.82%
Spokane,53,063,011104,53063011104,"October 3, 2025",6,7,8,9,10,10,11,12,13,14,14,14,14,14,14,14,14,0,-0.46%
Spokane,53,063,011202,53063011202,"October 3, 2025",40,41,43,45,46,45,46,47,48,49,49,49,49,49,49,49,49,0,0.00%
Spokane,53,063,011203,53063011203,"October 3, 2025",103,104,91,92,106,95,94,104,97,93,85,85,76,73,77,82,86,1,0.72%
Spokane,53,063,011204,53063011204,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,011301,53063011301,"October 3, 2025",41,48,56,64,71,76,83,90,97,104,108,108,108,108,108,108,108,0,0.00%
Spokane,53,063,011302,53063011302,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,011400,53063011400,"October 3, 2025",0,2,3,5,7,8,10,11,13,15,16,16,16,16,16,16,16,0,0.00%
Spokane,53,063,011500,53063011500,"October 3, 2025",15,16,18,19,20,21,22,23,24,25,26,26,26,26,26,26,26,0,0.00%
Spokane,53,063,011600,53063011600,"October 3, 2025",8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,0,0.00%
Spokane,53,063,011701,53063011701,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,011702,53063011702,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,011800,53063011800,"October 3, 2025",0,25,51,78,105,126,152,178,203,229,249,249,249,249,249,249,249,0,0.00%
Spokane,53,063,011900,53063011900,"October 3, 2025",51,69,69,92,100,98,102,104,126,128,126,126,149,176,177,179,183,57,45.24%
Spokane,53,063,012000,53063012000,"October 3, 2025",5,6,7,8,9,10,11,12,13,14,25,25,25,25,25,25,25,0,0.00%
Spokane,53,063,012100,53063012100,"October 3, 2025",0,1,3,4,6,7,9,10,11,13,14,14,14,14,14,14,14,0,0.00%
Spokane,53,063,012200,53063012200,"October 3, 2025",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,012300,53063012300,"October 3, 2025",47,47,46,45,43,43,41,38,38,33,32,32,30,28,29,29,25,-7,-21.88%
Spokane,53,063,012401,53063012401,"October 3, 2025",27,37,48,59,70,77,87,97,108,118,125,125,125,125,125,125,125,0,0.00%
Spokane,53,063,012402,53063012402,"October 3, 2025",12,13,15,16,17,18,19,20,21,22,23,23,23,23,23,23,23,0,0.00%
Spokane,53,063,012500,53063012500,"October 3, 2025",295,304,344,359,383,349,417,417,447,499,495,495,459,431,406,457,370,-125,-25.25%
Spokane,53,063,012600,53063012600,"October 3, 2025",15,16,17,18,19,19,20,21,49,44,47,47,47,47,45,44,45,-2,-4.26%
Spokane,53,063,012701,53063012701,"October 3, 2025",15,26,38,49,61,70,81,92,104,115,123,123,130,145,160,170,177,54,43.90%
Spokane,53,063,012702,53063012702,"October 3, 2025",17,17,17,17,17,16,15,15,15,15,14,14,14,14,14,14,14,0,0.00%
Spokane,53,063,012801,53063012801,"October 3, 2025",18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0.00%
Spokane,53,063,012802,53063012802,"October 3, 2025",11,10,9,8,7,6,4,3,2,1,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,012901,53063012901,"October 3, 2025",49,59,68,71,72,69,74,76,100,106,104,104,106,101,105,105,107,3,2.88%
Spokane,53,063,012902,53063012902,"October 3, 2025",139,144,143,151,168,157,162,155,194,180,179,179,180,175,180,208,196,17,9.50%
Spokane,53,063,013001,53063013001,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,013002,53063013002,"October 3, 2025",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,013003,53063013003,"October 3, 2025",96,91,86,92,96,88,80,79,90,84,87,87,65,62,66,81,95,8,9.20%
Spokane,53,063,013101,53063013101,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,66,66,0.00%
Spokane,53,063,013102,53063013102,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,16,0.00%
Spokane,53,063,013201,53063013201,"October 3, 2025",4,4,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,0,0.00%
Spokane,53,063,013203,53063013203,"October 3, 2025",0,7,13,20,27,33,40,46,53,60,65,65,65,65,65,65,65,0,0.00%
Spokane,53,063,013204,53063013204,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
